Brand by Gender,Designer,Start Year,End Year,Tenure,Start Decade,Culmulative Year,Culmulative Tenure,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Bottega Veneta,Tomas Maier,2002.0,2018.0,17,2000s,2017.0,16,,,,,,,,,,,,,,,,
Bottega Veneta,Tomas Maier,2002.0,2018.0,17,2000s,2018.0,17,,,,,,,,,,,,,,,,
Bottega Veneta,Daniel Lee,2018.0,2021.0,4,2010s,2018.0,1,,,,,,,,,,,,,,,,
Bottega Veneta,Daniel Lee,2018.0,2021.0,4,2010s,2019.0,2,,,,,,,,,,,,,,,,
Bottega Veneta,Daniel Lee,2018.0,2021.0,4,2010s,2020.0,3,,,,,,,,,,,,,,,,
Bottega Veneta,Daniel Lee,2018.0,2021.0,4,2010s,2021.0,4,,,,,,,,,,,,,,,,
Bottega Veneta,Matthieu Blazy,2021.0,2024.0,4,2020s,2021.0,1,,,,,,,,,,,,,,,,
Bottega Veneta,Matthieu Blazy,2021.0,2024.0,4,2020s,2022.0,2,,,,,,,,,,,,,,,,
Bottega Veneta,Matthieu Blazy,2021.0,2024.0,4,2020s,2023.0,3,,,,,,,,,,,,,,,,
Bottega Veneta,Matthieu Blazy,2021.0,2024.0,4,2020s,2024.0,4,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1990.0,1,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1991.0,2,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1992.0,3,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1993.0,4,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1994.0,5,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1995.0,6,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1996.0,7,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1997.0,8,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1998.0,9,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,1999.0,10,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2000.0,11,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2001.0,12,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2002.0,13,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2003.0,14,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2004.0,15,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2005.0,16,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2006.0,17,,,,,,,,,,,,,,,,
Valentino,Valentino Garavani,1990.0,2007.0,18,1990s,2007.0,18,,,,,,,,,,,,,,,,
Valentino,Alessandra Facchinetti,2007.0,2008.0,2,2000s,2007.0,1,,,,,,,,,,,,,,,,
Valentino,Alessandra Facchinetti,2007.0,2008.0,2,2000s,2008.0,2,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2008.0,1,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2009.0,2,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2010.0,3,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2011.0,4,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2012.0,5,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2013.0,6,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2014.0,7,,,,,,,,,,,,,,,,
Valentino,Maria Grazia Chiuri and Pierpaolo Piccioli,2008.0,2015.0,8,2000s,2015.0,8,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2016.0,1,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2017.0,2,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2018.0,3,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2019.0,4,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2020.0,5,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2021.0,6,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2022.0,7,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2023.0,8,,,,,,,,,,,,,,,,
Valentino,Pierpaolo Piccioli,2016.0,2024.0,9,2010s,2024.0,9,,,,,,,,,,,,,,,,
Valentino,Alessandro Michele,2024.0,2024.0,1,2020s,2024.0,1,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,1997.0,1,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,1998.0,2,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,1999.0,3,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,2000.0,4,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,2001.0,5,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,2002.0,6,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,2003.0,7,,,,,,,,,,,,,,,,
Celine,Michael Kors,1997.0,2004.0,8,1990s,2004.0,8,,,,,,,,,,,,,,,,
Celine,Roberto Menichetti,2005.0,2005.0,1,2000s,2005.0,1,,,,,,,,,,,,,,,,
Celine,Ivana Omazic,2006.0,2008.0,3,2000s,2006.0,1,,,,,,,,,,,,,,,,
Celine,Ivana Omazic,2006.0,2008.0,3,2000s,2007.0,2,,,,,,,,,,,,,,,,
Celine,Ivana Omazic,2006.0,2008.0,3,2000s,2008.0,3,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2008.0,1,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2009.0,2,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2010.0,3,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2011.0,4,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2012.0,5,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2013.0,6,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2014.0,7,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2015.0,8,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2016.0,9,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2017.0,10,,,,,,,,,,,,,,,,
Celine,Phoebe Philo,2008.0,2018.0,11,2000s,2018.0,11,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2018.0,1,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2019.0,2,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2020.0,3,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2021.0,4,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2022.0,5,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2023.0,6,,,,,,,,,,,,,,,,
Celine,Hedi Slimane,2018.0,2024.0,7,2010s,2024.0,7,,,,,,,,,,,,,,,,
Celine,Michael Rider,2024.0,2024.0,1,2020s,2024.0,1,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1992.0,1,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1993.0,2,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1994.0,3,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1995.0,4,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1996.0,5,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1997.0,6,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1998.0,7,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,1999.0,8,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2000.0,9,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2001.0,10,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2002.0,11,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2003.0,12,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2004.0,13,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2005.0,14,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2006.0,15,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2007.0,16,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2008.0,17,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2009.0,18,,,,,,,,,,,,,,,,
Alexander McQueen,Alexander McQueen,1992.0,2010.0,19,1990s,2010.0,19,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2010.0,1,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2011.0,2,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2012.0,3,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2013.0,4,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2014.0,5,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2015.0,6,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2016.0,7,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2017.0,8,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2018.0,9,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2019.0,10,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2020.0,11,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2021.0,12,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2022.0,13,,,,,,,,,,,,,,,,
Alexander McQueen,Sarah Burton,2010.0,2023.0,14,2010s,2023.0,14,,,,,,,,,,,,,,,,
Alexander McQueen,Seán McGirr,2023.0,2024.0,2,2020s,2023.0,1,,,,,,,,,,,,,,,,
Alexander McQueen,Seán McGirr,2023.0,2024.0,2,2020s,2024.0,2,,,,,,,,,,,,,,,,
Loewe,Narciso Rodriguez,1997.0,2000.0,4,1990s,1997.0,1,,,,,,,,,,,,,,,,
Loewe,Narciso Rodriguez,1997.0,2000.0,4,1990s,1998.0,2,,,,,,,,,,,,,,,,
Loewe,Narciso Rodriguez,1997.0,2000.0,4,1990s,1999.0,3,,,,,,,,,,,,,,,,
Loewe,Narciso Rodriguez,1997.0,2000.0,4,1990s,2000.0,4,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2000.0,1,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2001.0,2,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2002.0,3,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2003.0,4,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2004.0,5,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2005.0,6,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2006.0,7,,,,,,,,,,,,,,,,
Loewe,José Enrique Oña Selfa,2000.0,2007.0,8,2000s,2007.0,8,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2008.0,1,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2009.0,2,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2010.0,3,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2011.0,4,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2012.0,5,,,,,,,,,,,,,,,,
Loewe,Stuart Vevers,2008.0,2013.0,6,2000s,2013.0,6,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2013.0,1,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2014.0,2,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2015.0,3,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2016.0,4,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2017.0,5,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2018.0,6,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2019.0,7,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2020.0,8,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2021.0,9,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2022.0,10,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2023.0,11,,,,,,,,,,,,,,,,
Loewe,Jonathan Anderson,2013.0,2024.0,12,2010s,2024.0,12,,,,,,,,,,,,,,,,
Chloé,Stella McCartney,1997.0,2001.0,5,1990s,1997.0,1,,,,,,,,,,,,,,,,
Chloé,Stella McCartney,1997.0,2001.0,5,1990s,1998.0,2,,,,,,,,,,,,,,,,
Chloé,Stella McCartney,1997.0,2001.0,5,1990s,1999.0,3,,,,,,,,,,,,,,,,
Chloé,Stella McCartney,1997.0,2001.0,5,1990s,2000.0,4,,,,,,,,,,,,,,,,
Chloé,Stella McCartney,1997.0,2001.0,5,1990s,2001.0,5,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2001.0,1,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2002.0,2,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2003.0,3,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2004.0,4,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2005.0,5,,,,,,,,,,,,,,,,
Chloé,Phoebe Philo,2001.0,2006.0,6,2000s,2006.0,6,,,,,,,,,,,,,,,,
Chloé,Paulo Melim Andersson,2006.0,2008.0,3,2000s,2006.0,1,,,,,,,,,,,,,,,,
Chloé,Paulo Melim Andersson,2006.0,2008.0,3,2000s,2007.0,2,,,,,,,,,,,,,,,,
Chloé,Paulo Melim Andersson,2006.0,2008.0,3,2000s,2008.0,3,,,,,,,,,,,,,,,,
Chloé,Hannah MacGibbon,2008.0,2011.0,4,2000s,2008.0,1,,,,,,,,,,,,,,,,
Chloé,Hannah MacGibbon,2008.0,2011.0,4,2000s,2009.0,2,,,,,,,,,,,,,,,,
Chloé,Hannah MacGibbon,2008.0,2011.0,4,2000s,2010.0,3,,,,,,,,,,,,,,,,
Chloé,Hannah MacGibbon,2008.0,2011.0,4,2000s,2011.0,4,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2011.0,1,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2012.0,2,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2013.0,3,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2014.0,4,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2015.0,5,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2016.0,6,,,,,,,,,,,,,,,,
Chloé,Clare Waight Keller,2011.0,2017.0,7,2010s,2017.0,7,,,,,,,,,,,,,,,,
Chloé,Natacha Ramsay-Levi,2017.0,2020.0,4,2010s,2017.0,1,,,,,,,,,,,,,,,,
Chloé,Natacha Ramsay-Levi,2017.0,2020.0,4,2010s,2018.0,2,,,,,,,,,,,,,,,,
Chloé,Natacha Ramsay-Levi,2017.0,2020.0,4,2010s,2019.0,3,,,,,,,,,,,,,,,,
Chloé,Natacha Ramsay-Levi,2017.0,2020.0,4,2010s,2020.0,4,,,,,,,,,,,,,,,,
Chloé,Gabriela Hearst,2020.0,2024.0,5,2020s,2020.0,1,,,,,,,,,,,,,,,,
Chloé,Gabriela Hearst,2020.0,2024.0,5,2020s,2021.0,2,,,,,,,,,,,,,,,,
Chloé,Gabriela Hearst,2020.0,2024.0,5,2020s,2022.0,3,,,,,,,,,,,,,,,,
Chloé,Gabriela Hearst,2020.0,2024.0,5,2020s,2023.0,4,,,,,,,,,,,,,,,,
Chloé,Gabriela Hearst,2020.0,2024.0,5,2020s,2024.0,5,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1990.0,1,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1991.0,2,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1992.0,3,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1993.0,4,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1994.0,5,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1995.0,6,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1996.0,7,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1997.0,8,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1998.0,9,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,1999.0,10,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2000.0,11,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2001.0,12,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2002.0,13,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2003.0,14,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2004.0,15,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2005.0,16,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2006.0,17,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2007.0,18,,,,,,,,,,,,,,,,
Maison Margiela,Martin Margiela,1990.0,2008.0,19,1990s,2008.0,19,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2014.0,1,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2015.0,2,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2016.0,3,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2017.0,4,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2018.0,5,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2019.0,6,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2020.0,7,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2021.0,8,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2022.0,9,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2023.0,10,,,,,,,,,,,,,,,,
Maison Margiela,John Galliano,2014.0,2024.0,11,2010s,2024.0,11,,,,,,,,,,,,,,,,
